width_inches,height_inches,inventory_number,object_id,object_type,title,unique_id,artist,img_link,color_tags
102.0,108.0,1435,379833,Painting,Portrait of Jose Luis Ferrer,5863566088,"Schnabel, Julian b. 1951",https://api.collectorsystems.com/11184/objects/379833/mainimage,"{'0': '#3f5b55', '1': '#a5c2ae', '2': '#161d1c'}"
60.0,72.0,1437,379835,Painting,J.E.L.L.Y.F.I.S.H.,0087862459,"Schumann, Christian b. 1970",https://api.collectorsystems.com/11184/objects/379835/mainimage,"{'0': '#62422e', '1': '#dac8b6', '2': '#b69f85'}"
16.125,20.125,1438,379836,Work on paper,Untitled (PK#8),8341202427,"Schuyff, Peter b. 1958",https://api.collectorsystems.com/11184/objects/379836/mainimage,"{'0': '#232118', '1': '#cbc8ae', '2': '#807960'}"
16.125,20.125,1439,379837,Work on paper,Untitled (PK#13),3341866166,"Schuyff, Peter b. 1958",https://api.collectorsystems.com/11184/objects/379837/mainimage,"{'0': '#c6c8b6', '1': '#2d291e', '2': '#80755c'}"
16.125,20.125,1440,379838,Work on paper,Untitled (PK#20),4676165191,"Schuyff, Peter b. 1958",https://api.collectorsystems.com/11184/objects/379838/mainimage,"{'0': '#cbccb8', '1': '#787763', '2': '#24241b'}"
24.0,22.0,1441,379839,Installation,Rosa Bonheur,2432336584,"Shaver, Nancy b. 1946",https://api.collectorsystems.com/11184/objects/379839/mainimage,"{'0': '#281f16', '1': '#93813e', '2': '#c6b771'}"
11.8125,11.8125,1443,379841,Installation,Plaything,6929085057,"Shonibare, Yinka b. 1962",https://api.collectorsystems.com/11184/objects/379841/mainimage,"{'0': '#a69074', '1': '#d5d5d3', '2': '#473d3a'}"
27.5625,19.6875,2810,379843,Work on paper,Untitled from the series Innocent Homes/Mother with Children and Mushrooms,2204555104,"Szwed, Monika b. 1979",https://api.collectorsystems.com/11184/objects/379843/mainimage,"{'0': '#ddcc77', '1': '#5e5348', '2': '#e6dfcd'}"
35.4375,27.5625,2811,379844,Work on paper,Untitled/Landscape with Man and Blue Horizon,4151127297,"Szwed, Monika b. 1979",https://api.collectorsystems.com/11184/objects/379844/mainimage,"{'0': '#3e4d3f', '1': '#d2b178', '2': '#f8eacd'}"
76.0,50.0,2821,379848,Photographs,Untitled (Escalades),7194189262,"Gispert, Luis b. 1972",https://api.collectorsystems.com/11184/objects/379848/mainimage,"{'0': '#5e5046', '1': '#9d958a', '2': '#1a0f0e'}"
,,2822,379849,Video  installation,Light Switch,2667780037,"Shrigley, David b. 1968",https://api.collectorsystems.com/11184/objects/379849/mainimage,"{'0': '#7c7c7c', '1': '#0a0a0a', '2': '#fcfcfc'}"
19.6875,15.75,2824,379850,Painting,Spartan Shower,6342481808,"Stolle, Bart b. 1974",https://api.collectorsystems.com/11184/objects/379850/mainimage,"{'0': '#151418', '1': '#7e7d81', '2': '#e9e8e7'}"
39.75,48.0625,2825,379851,Painting,Girl with Cane,5443577360,"Rubin, Gideon b. 1973",https://api.collectorsystems.com/11184/objects/379851/mainimage,"{'0': '#7a6a50', '1': '#ae9f88', '2': '#d9cfbc'}"
16.0,14.0,2827,379852,Work on paper,Untitled,3139671563,"Titus, Anthony",https://api.collectorsystems.com/11184/objects/379852/mainimage,"{'0': '#281b12', '1': '#aa9983', '2': '#7a5934'}"
30.0,30.0,2829,379853,Installation,Bull,1506504937,"Vena, Ned b. 1982",https://api.collectorsystems.com/11184/objects/379853/mainimage,"{'0': '#646054', '1': '#c6cdce', '2': '#9ea7a3'}"
,,2830,379854,Installation,Sexy Battleship II (Pink and Blue),5802472014,"Gispert, Luis b. 1972",https://api.collectorsystems.com/11184/objects/379854/mainimage,"{'0': '#c7686e', '1': '#e59ea5', '2': '#381d1c'}"
61.0,73.0,2831,379855,Photographs,De Sica's Light (from the Roaming Series),8545491551,"Mae Weems, Carrie b. 1953",https://api.collectorsystems.com/11184/objects/379855/mainimage,"{'0': '#b1b1b1', '1': '#4b4b4b', '2': '#7c7c7c'}"
35.5,44.0,1501.1,379856,Photographs,Alone By the Window Late in the Year,7313965893,"von Hausswolff, Annika b. 1967",https://api.collectorsystems.com/11184/objects/379856/mainimage,"{'0': '#3c413f', '1': '#dfddc3', '2': '#778280'}"
57.0,51.0,1503,379858,Painting,Untitled,4591518714,"Ross, Alexander b. 1960",https://api.collectorsystems.com/11184/objects/379858/mainimage,"{'0': '#bfd3e9', '1': '#4a8657', '2': '#1a4023'}"
57.5,83.5,1504,379859,Installation,Zip Fold #4,5689721500,"Besemer, Linda b. 1957",https://api.collectorsystems.com/11184/objects/379859/mainimage,"{'0': '#fcfdfd', '1': '#626f93', '2': '#27357a'}"
29.0,34.5,1505,379860,Work on paper,Untitled,1212979350,Vought,https://api.collectorsystems.com/11184/objects/379860/mainimage,"{'0': '#a78634', '1': '#3b221a', '2': '#fdfcf9'}"
89.0,60.0,1506,379861,Painting,Landscape No. 9 (Creation),2306718474,"Wachtel, Julia b. 1956",https://api.collectorsystems.com/11184/objects/379861/mainimage,"{'0': '#b0b1b3', '1': '#c48724', '2': '#763536'}"
48.0,92.0,1508,379863,Installation,Burn,6537260037,"Walker, Kara b. 1969",https://api.collectorsystems.com/11184/objects/379863/mainimage,"{'0': '#fdfdfd', '1': '#878584', '2': '#040404'}"
90.0,66.0,1509,379864,Painting,Subtitle,8033499992,"Walsh, Dan b. 1960",https://api.collectorsystems.com/11184/objects/379864/mainimage,"{'0': '#a7a7a9', '1': '#676769', '2': '#eeeef0'}"
144.0,96.0,1510,379865,Painting,Paris,4217751588,"Waite, Peter b. 1950",https://api.collectorsystems.com/11184/objects/379865/mainimage,"{'0': '#1a1d1c', '1': '#f5f5f5', '2': '#7a7c7c'}"
23.0,35.0,1511.128,379866,Work on paper,Onion Soup,9962245604,"Warhol, Andy 1928-1987",https://api.collectorsystems.com/11184/objects/379866/mainimage,"{'0': '#c43549', '1': '#d1b2b3', '2': '#f9f6f4'}"
18.0,23.0,2193,379867,Painting,Myopic,3437414202,"Schutz, Dana b. 1976",https://api.collectorsystems.com/11184/objects/379867/mainimage,"{'0': '#dcadad', '1': '#3d282d', '2': '#bd7871'}"
3.125,78.75,2195.1,379868,Installation,That which is situated closer appears as...,5299649699,"Mancuska, Jan b. 1972",https://api.collectorsystems.com/11184/objects/379868/mainimage,"{'0': '#d9d9db', '1': '#4b4130', '2': '#796d5a'}"
9.4375,6.3125,2198.4,379870,Video  installation,Normandy,2870501050,"Olivier, Jacco b. 1972",https://api.collectorsystems.com/11184/objects/379870/mainimage,"{'0': '#939b93', '1': '#767c4c', '2': '#38471e'}"
32.0,24.0,2200,379872,Painting,Sparkler,8780244497,"Hebert, Todd b. 1972",https://api.collectorsystems.com/11184/objects/379872/mainimage,"{'0': '#417a9c', '1': '#76afcb', '2': '#4f6277'}"
51.0,38.0,2201.3,379873,Photographs,Untitled,9849906161,"Mthethwa, Zwelethu b. 1960",https://api.collectorsystems.com/11184/objects/379873/mainimage,"{'0': '#272120', '1': '#6d5f58', '2': '#baada9'}"
22.0,30.0,2202,379874,Work on paper,The Good Fairy Takes a Break,3227363847,"Bankston, John b. 1963",https://api.collectorsystems.com/11184/objects/379874/mainimage,"{'0': '#bcaebd', '1': '#b29e84', '2': '#685c5b'}"
39.375,59.8125,2204,379876,Painting,"1 ,Painting'",3543669538,"Guyton, Wade b. 1972",https://api.collectorsystems.com/11184/objects/379876/mainimage,"{'0': '#968261', '1': '#f1f1ef', '2': '#ddddd7'}"
24.0,108.0,1541,379883,Installation,Zip Fold #6,6116712078,"Besemer, Linda b. 1957",https://api.collectorsystems.com/11184/objects/379883/mainimage,"{'0': '#9b9310', '1': '#e4e5dd', '2': '#cdc22b'}"
23.625,15.75,1542.2,379884,Photographs,Untitled (#1),4231975892,"Kiarostami, Abbas b. 1940",https://api.collectorsystems.com/11184/objects/379884/mainimage,"{'0': '#321d10', '1': '#8791bb', '2': '#65592e'}"
23.625,15.75,1543.3,379885,Photographs,Untitled (#2),1298997488,"Kiarostami, Abbas b. 1940",https://api.collectorsystems.com/11184/objects/379885/mainimage,"{'0': '#1b1711', '1': '#887748', '2': '#574b31'}"
23.625,15.75,1544.3,379886,Photographs,Untitled (#3),0130039391,"Kiarostami, Abbas b. 1940",https://api.collectorsystems.com/11184/objects/379886/mainimage,"{'0': '#4b4a37', '1': '#1d1c13', '2': '#a8adc8'}"
23.625,15.75,1545.2,379887,Photographs,Untitled (#23),4893579402,"Kiarostami, Abbas b. 1940",https://api.collectorsystems.com/11184/objects/379887/mainimage,"{'0': '#4c4c5e', '1': '#5e3212', '2': '#352b2d'}"
23.625,15.75,1546.5,379888,Photographs,Untitled (#35),3102949262,"Kiarostami, Abbas b. 1940",https://api.collectorsystems.com/11184/objects/379888/mainimage,"{'0': '#7c6c6f', '1': '#302321', '2': '#dbc0d8'}"
23.625,15.75,1547.3,379889,Photographs,Untitled (#41),4440187956,"Kiarostami, Abbas b. 1940",https://api.collectorsystems.com/11184/objects/379889/mainimage,"{'0': '#ccb7d2', '1': '#9a97b9', '2': '#1d1a24'}"
23.625,15.75,1548.2,379890,Photographs,Untitled (#49),7664054072,"Kiarostami, Abbas b. 1940",https://api.collectorsystems.com/11184/objects/379890/mainimage,"{'0': '#acb0cc', '1': '#1a1b13', '2': '#4d4c36'}"
59.0625,82.6875,1589,379893,Painting,�SH�,8577535507,"Rolph, Danny b. 1967",https://api.collectorsystems.com/11184/objects/379893/mainimage,"{'0': '#ad9f9e', '1': '#6b5f3c', '2': '#24270b'}"
59.0,47.75,1590.4,379894,Photographs,Arsenal,9966220815,"Hubbard, Teresa & Alexander Birchler",https://api.collectorsystems.com/11184/objects/379894/mainimage,"{'0': '#8e8a7c', '1': '#080508', '2': '#261116'}"
39.375,39.375,1591.1,379895,Photographs,Untitled - from Christmas is Everywhere,8025416536,Spessi,https://api.collectorsystems.com/11184/objects/379895/mainimage,"{'0': '#f0f3d8', '1': '#504b34', '2': '#9d8941'}"
6.5,6.5,1592.69,379896,Work on paper,Code B,7926902293,"Nechvatal, Joseph b. 1951",https://api.collectorsystems.com/11184/objects/379896/mainimage,"{'0': '#ba7460', '1': '#e7e8e2', '2': '#92342e'}"
20.0,26.0,1593,379897,Work on paper,Tuesday,9316139409,"Francis, Linda",https://api.collectorsystems.com/11184/objects/379897/mainimage,"{'0': '#989995', '1': '#e0e0dc', '2': '#444542'}"
30.0,46.5,1594,379898,Work on paper,Numbers,5591224179,"Francis, Linda",https://api.collectorsystems.com/11184/objects/379898/mainimage,"{'0': '#29292a', '1': '#676768', '2': '#dbdada'}"
30.0,46.5,1595,379899,Work on paper,Play the Red and the Black Comes Up,2264072025,"Francis, Linda",https://api.collectorsystems.com/11184/objects/379899/mainimage,"{'0': '#d7d4d0', '1': '#787674', '2': '#2e2d2a'}"
38.0,50.0,1596,379900,Work on paper,Spiral,3824184724,"Francis, Linda",https://api.collectorsystems.com/11184/objects/379900/mainimage,"{'0': '#e1ddda', '1': '#33312f', '2': '#84827f'}"
39.0,52.0,1597,379901,Work on paper,Nostalgia for Messier #2,5773967829,"Francis, Linda",https://api.collectorsystems.com/11184/objects/379901/mainimage,"{'0': '#807e7e', '1': '#323130', '2': '#d8d5d3'}"
45.0,36.0,1598.5,379902,Photographs,"Jackson, Wyoming, September 2, 1979",9547672443,"Shore, Stephen b. 1947",https://api.collectorsystems.com/11184/objects/379902/mainimage,"{'0': '#e9e8e9', '1': '#a28c8a', '2': '#30272e'}"
14.1875,19.0,2257,379903,Work on paper,Megaphone,0062910194,"Kentridge, William b. 1955",https://api.collectorsystems.com/11184/objects/379903/mainimage,"{'0': '#e3e4de', '1': '#62645d', '2': '#acada7'}"
15.375,11.25,2258,379904,Work on paper,Typewriter,3343513992,"Kentridge, William b. 1955",https://api.collectorsystems.com/11184/objects/379904/mainimage,"{'0': '#ebece6', '1': '#70706a', '2': '#bdbdb7'}"
88.0,66.125,2262.7,379907,Photographs,"Drammen 2, Oslo",7026783992,"Struth, Thomas b. 1954",https://api.collectorsystems.com/11184/objects/379907/mainimage,"{'0': '#494546', '1': '#b99f72', '2': '#876f58'}"
240.0,25.5,2264.1,379909,Installation,Sunset (south Texas 6/20/03),3675024544,"Finch, Spencer b. 1962",https://api.collectorsystems.com/11184/objects/379909/mainimage,"{'0': '#514946', '1': '#79706f', '2': '#b0acad'}"
11.8125,15.75,2265,379910,Work on paper,Untitled; Untitled; Untitled,4874872507,"Lutz, Dietmar b. 1968",https://api.collectorsystems.com/11184/objects/379910/mainimage,"{'0': '#252415', '1': '#6d6c4d', '2': '#9b9e7b'}"
5.8125,8.25,2266,379911,Work on paper,Untitled,0478134238,"Lipps, Jonas b. 1979",https://api.collectorsystems.com/11184/objects/379911/mainimage,"{'0': '#564c34', '1': '#a99d78', '2': '#877a59'}"
7.8125,5.875,2267,379912,Work on paper,Untitled,9291732136,"Lipps, Jonas b. 1979",https://api.collectorsystems.com/11184/objects/379912/mainimage,"{'0': '#cfceaf', '1': '#9fa084', '2': '#696b56'}"
6.625,9.375,2268,379913,Work on paper,Untitled,3582740900,"Lipps, Jonas b. 1979",https://api.collectorsystems.com/11184/objects/379913/mainimage,"{'0': '#5f634a', '1': '#9aab8e', '2': '#d0d7ad'}"
9.375,8.0625,2269,379914,Work on paper,Untitled,7772116123,"Lipps, Jonas b. 1979",https://api.collectorsystems.com/11184/objects/379914/mainimage,"{'0': '#bbc299', '1': '#484832', '2': '#7d8563'}"
40.0,34.0,1679,379917,Installation,Going to the Broom,6901158049,"Joyce, Emily",https://api.collectorsystems.com/11184/objects/379917/mainimage,"{'0': '#494034', '1': '#d79783', '2': '#fcfcf8'}"
,,1683,379918,Installation,"In Heaven, in the protestant-capitalist sense of the word, everything is fine, except Marx who finds the new world order a bit hard to swallow",4243282078,"Petersen, Lars Brent b. 1964",https://api.collectorsystems.com/11184/objects/379918/mainimage,"{'0': '#31271f', '1': '#b9bbc7', '2': '#7b736e'}"
29.9375,22.0625,1685,379920,Work on paper,Untitled,1957142443,"Gjerdevik, Nils Erik b. 1962",https://api.collectorsystems.com/11184/objects/379920/mainimage,"{'0': '#869a79', '1': '#c5bcac', '2': '#e9e7e2'}"
30.0,40.0,2891,379927,Painting,Shirt 2b,8652543880,"Goldman, Julia b. 1982",https://api.collectorsystems.com/11184/objects/379927/mainimage,"{'0': '#9ca9a9', '1': '#ecdbc9', '2': '#445e6c'}"
30.0,40.0,2892,379928,Painting,Shirt 4,2297227519,"Goldman, Julia b. 1982",https://api.collectorsystems.com/11184/objects/379928/mainimage,"{'0': '#8f4d4a', '1': '#253153', '2': '#a6b4b6'}"
66.9375,84.625,2893,379929,Installation,"Influenza/Our Unconditional Love for Black, Chrome And White * Chrome, Black",4524189948,"Jongeleen, Jeroen b. 1968",https://api.collectorsystems.com/11184/objects/379929/mainimage,"{'0': '#dad9d9', '1': '#292929', '2': '#a6a5a5'}"
41.125,31.5,2894,379930,Video  installation,Shadow Box #4: Blow up,3233898407,"Lozano-Hemmer, Rafael b. 1967",https://api.collectorsystems.com/11184/objects/379930/mainimage,"{'0': '#0a0e13', '1': '#5e636c', '2': '#61acdd'}"
157.5,98.4375,2896,379932,Painting,Bitter sweet sweet,0435054081,"Streuli, Christine b. 1975",https://api.collectorsystems.com/11184/objects/379932/mainimage,"{'0': '#523a3b', '1': '#d6c9c4', '2': '#b57755'}"
28.375,3.9375,2897,379933,Installation,Untitled,4655900016,"Fridfinnsson, Hreinn b. 1943",https://api.collectorsystems.com/11184/objects/379933/mainimage,"{'0': '#d2d2d2', '1': '#b2b2ae', '2': '#eaeaea'}"
78.0,72.0,2899,379934,Painting,Ghostrider,9862366359,"Williams, Jessica",https://api.collectorsystems.com/11184/objects/379934/mainimage,"{'0': '#1e1f25', '1': '#c3d4b4', '2': '#79725d'}"
51.1875,38.1875,2900,379935,Painting,Caballo,9047259776,"Ballester Moreno, Antonio b. 1977",https://api.collectorsystems.com/11184/objects/379935/mainimage,"{'0': '#a89c96', '1': '#d3c8bc', '2': '#502517'}"
51.1875,38.1875,2901,379936,Painting,ST/Sirena,7680959575,"Ballester Moreno, Antonio b. 1977",https://api.collectorsystems.com/11184/objects/379936/mainimage,"{'0': '#35403e', '1': '#bac0d1', '2': '#b1766f'}"
30.0,22.0,2902,379937,Work on paper,Untitled figure ground study (Credit Suisse),7870285120,"Sietsema, Paul b. 1968",https://api.collectorsystems.com/11184/objects/379937/mainimage,"{'0': '#eeeeed', '1': '#918789', '2': '#a0384e'}"
24.0,17.0,2903,379938,Installation,153.68 Net hours,6939679009,"Almanza-Pereda, Alejandro b. 1977",https://api.collectorsystems.com/11184/objects/379938/mainimage,"{'0': '#7b7c69', '1': '#171207', '2': '#eeeee6'}"
114.1875,66.9375,2904,379939,Photographs,Red-reproduction C,1183640630,"Hao, Hong b. 1965",https://api.collectorsystems.com/11184/objects/379939/mainimage,"{'0': '#b3b39e', '1': '#80614e', '2': '#3c2b1d'}"
23.0,30.5,1077,379940,Work on paper,Untitled,9621961309,"Brauntuch, Troy b. 1954",https://api.collectorsystems.com/11184/objects/379940/mainimage,"{'0': '#382e3f', '1': '#d1d0d1', '2': '#2d2431'}"
72.0625,95.6875,1078,379941,Painting,Karl,3587165707,"Brooks, Jason",https://api.collectorsystems.com/11184/objects/379941/mainimage,"{'0': '#cac9bd', '1': '#1f1d18', '2': '#83847a'}"
47.75,72.0,1079,379942,Painting,Cloud Cover,5586620605,"Brown, Roger b. 1941",https://api.collectorsystems.com/11184/objects/379942/mainimage,"{'0': '#c6ced0', '1': '#393d41', '2': '#7b8388'}"
30.0,48.0,1080,379943,Painting,"Island In The Sky, Island In The Sea: KAL 007 Or Grenada, On Which Island Would You Rather Have Been?",7344946279,"Brown, Roger b. 1941",https://api.collectorsystems.com/11184/objects/379943/mainimage,"{'0': '#7c493f', '1': '#161413', '2': '#adadab'}"
24.5,16.5,1081.148,379944,Work on paper,Untitled,2159015380,"Buthe, Michael 1944-1994",https://api.collectorsystems.com/11184/objects/379944/mainimage,"{'0': '#312f4d', '1': '#c0c2bb', '2': '#928458'}"
79.0,71.0,1084,379947,Painting,Boing Boom Tschak,7341080140,"Abetz / Oliver Drescher, Maike b. 1970 / b. 1969",https://api.collectorsystems.com/11184/objects/379947/mainimage,"{'0': '#3a3346', '1': '#cbc4c5', '2': '#8a858c'}"
14.25,10.0,1763,379951,Work on paper,Untitled (3 parts),3270045039,"Wada, Doug b. 1964",https://api.collectorsystems.com/11184/objects/379951/mainimage,"{'0': '#c4ba9c', '1': '#d9d7ce', '2': '#96855e'}"
33.0,24.0,1764.2,379952,Photographs,"David Koch's Labor Day Party, Southhampton",5087630347,"Craig-Martin, Jessica b. 1963",https://api.collectorsystems.com/11184/objects/379952/mainimage,"{'0': '#e0e2da', '1': '#cf4629', '2': '#0f0702'}"
157.5,110.25,1768,379955,Painting,Painkiller 2,4324566211,"Majerus, Michel b. 1967",https://api.collectorsystems.com/11184/objects/379955/mainimage,"{'0': '#6b7398', '1': '#ada0b6', '2': '#1f1d24'}"
53.125,35.4375,1770,379956,Painting,Tractor,5850106939,"van den Broek, Koen b. 1973",https://api.collectorsystems.com/11184/objects/379956/mainimage,"{'0': '#aaa07b', '1': '#605e4e', '2': '#c6c3bb'}"
60.0,48.0,1771.5,379957,Photographs,Untitled (Empty House),0288203347,"Crewdson, Gregory b. 1962",https://api.collectorsystems.com/11184/objects/379957/mainimage,"{'0': '#b4b1b2', '1': '#23251f', '2': '#43484e'}"
61.0,48.0625,1774.3,379960,Photographs,Skelettons,9679057964,"Breuning, Olaf b. 1970",https://api.collectorsystems.com/11184/objects/379960/mainimage,"{'0': '#908779', '1': '#1c1d1a', '2': '#dbd3cc'}"
50.1875,75.8125,1775.2,379961,Photographs,Mann/Kopf in der Mauer,1695502539,"Wurm, Erwin b. 1954",https://api.collectorsystems.com/11184/objects/379961/mainimage,"{'0': '#d4ccca', '1': '#7b6e63', '2': '#1c1c14'}"
78.0,82.0,1777,379963,Painting,Check My Bucket,0336838555,"von Heyl, Charline b. 1960",https://api.collectorsystems.com/11184/objects/379963/mainimage,"{'0': '#916907', '1': '#c7a972', '2': '#e0d1b8'}"
82.6875,19.6875,1160,379966,Installation,The Next,6005477514,"Caldas, Waltercio b. 1946",https://api.collectorsystems.com/11184/objects/379966/mainimage,"{'0': '#d9d9d9', '1': '#fefefe', '2': '#a7a7a7'}"
128.0,48.0,1164,379970,Painting,"For You, For Me",7490580612,"Davie, Karin b. 1965",https://api.collectorsystems.com/11184/objects/379970/mainimage,"{'0': '#d5af8c', '1': '#dcd2ca', '2': '#a26437'}"
38.0,49.0,1165,379971,Work on paper,Liar X,4395567061,"Davie, Karin b. 1965",https://api.collectorsystems.com/11184/objects/379971/mainimage,"{'0': '#c2c5e1', '1': '#a2a7c2', '2': '#232a34'}"
118.0,76.0,1166,379972,Painting,Smother,2900197240,"Davie, Karin b. 1965",https://api.collectorsystems.com/11184/objects/379972/mainimage,"{'0': '#616237', '1': '#132327', '2': '#aca880'}"
70.875,83.875,1167,379973,Painting,Fantasmagoria V,3746246406,"Camargo, Ibere 1914-1994",https://api.collectorsystems.com/11184/objects/379973/mainimage,"{'0': '#706f67', '1': '#393834', '2': '#1b1a15'}"
55.125,31.5,1168,379974,Painting,Untitled,1988876907,"Dias, Antonio",https://api.collectorsystems.com/11184/objects/379974/mainimage,"{'0': '#a2c0a5', '1': '#520b0b', '2': '#84a384'}"
32.6875,84.625,1169,379975,Installation,Untitled,3802178726,"Leirner, Jac b. 1961",https://api.collectorsystems.com/11184/objects/379975/mainimage,"{'0': '#fefefd', '1': '#d9d8ca', '2': '#9a9687'}"
36.25,61.0,1170,379976,Painting,Do Espirito do Oscuro Espero As Flores Brancas,0961622715,"Leonilson, Flora Brancas",https://api.collectorsystems.com/11184/objects/379976/mainimage,"{'0': '#7c7a63', '1': '#393429', '2': '#a6a285'}"
58.0,76.0,2311,379978,Painting,COLOR AID YO-SL,6595045167,"Cloud, Mike b. 1974",https://api.collectorsystems.com/11184/objects/379978/mainimage,"{'0': '#d3d1d3', '1': '#b0a9a6', '2': '#907b5c'}"
58.0,72.0,2312,379979,Painting,UNTITLED CARICATURE (BROWN),0760072956,"Cloud, Mike b. 1974",https://api.collectorsystems.com/11184/objects/379979/mainimage,"{'0': '#54462f', '1': '#dcdbd6', '2': '#ab9676'}"
94.25,64.25,2316.1,379982,Photographs,Untitled (man in living room with hole),7939890629,"Crewdson, Gregory b. 1962",https://api.collectorsystems.com/11184/objects/379982/mainimage,"{'0': '#71727c', '1': '#3d4048', '2': '#0b1114'}"
20.5,18.25,2317,379983,Work on paper,Heavy Cruisers,3180634480,"Harkness, Hilary b. 1971",https://api.collectorsystems.com/11184/objects/379983/mainimage,"{'0': '#e3e3e3', '1': '#f2f2f2', '2': '#d2d2d2'}"
53.0,39.0,2319.14,379985,Work on paper,Harper's Pictorial History of the Civil War (Annotated),4922783895,"Walker, Kara b. 1969",https://api.collectorsystems.com/11184/objects/379985/mainimage,"{'0': '#f9f9f9', '1': '#0c0c0c', '2': '#9d9d9d'}"
94.5,70.875,2321,379986,Painting,Alone with a canon,7274761496,"Korner, John b. 1967",https://api.collectorsystems.com/11184/objects/379986/mainimage,"{'0': '#a2811e', '1': '#432c18', '2': '#eee10b'}"
94.5,70.875,2322,379987,Painting,The Stick,5491268644,"Korner, John b. 1967",https://api.collectorsystems.com/11184/objects/379987/mainimage,"{'0': '#f6ec07', '1': '#3e432e', '2': '#998723'}"
97.0,84.0,2323,379988,Painting,Creativity,2541786999,hobbypop Museum,https://api.collectorsystems.com/11184/objects/379988/mainimage,"{'0': '#b78962', '1': '#5f493e', '2': '#e7dcc6'}"
47.25,47.25,2325.1,379989,Photographs,"Mali, Portrait II",1059955582,"Huynh, Jean-Baptiste b. 1966",https://api.collectorsystems.com/11184/objects/379989/mainimage,"{'0': '#bcbcc7', '1': '#3b433d', '2': '#787a83'}"
47.25,47.25,2326.1,379990,Photographs,"Japon, Couteau",6509591937,"Huynh, Jean-Baptiste b. 1966",https://api.collectorsystems.com/11184/objects/379990/mainimage,"{'0': '#131313', '1': '#dddddd', '2': '#8e8e8e'}"
82.6875,76.75,1002,379992,Painting,Evasion II,6166659514,"Ackermann, Franz b. 1963",https://api.collectorsystems.com/11184/objects/379992/mainimage,"{'0': '#955953', '1': '#eaba34', '2': '#dbbcab'}"
7.5,5.125,1003,379993,Work on paper,Untitled (Mental Map: Studio),2767463257,"Ackermann, Franz b. 1963",https://api.collectorsystems.com/11184/objects/379993/mainimage,"{'0': '#cca553', '1': '#cbc8b1', '2': '#76504e'}"
7.5,5.125,1004,379994,Work on paper,Untitled (Mental Map: Center I),4400584030,"Ackermann, Franz b. 1963",https://api.collectorsystems.com/11184/objects/379994/mainimage,"{'0': '#473b37', '1': '#8e7962', '2': '#cab9a2'}"
7.5,5.125,1005,379995,Work on paper,Untitled (Mental Map: Farm),4616925218,"Ackermann, Franz b. 1963",https://api.collectorsystems.com/11184/objects/379995/mainimage,"{'0': '#8b5541', '1': '#96977a', '2': '#dcbc6d'}"
7.5,5.125,1006,379996,Work on paper,Untitled (Mental Map: Guess Where I Was),3847101337,"Ackermann, Franz b. 1963",https://api.collectorsystems.com/11184/objects/379996/mainimage,"{'0': '#d5c2ac', '1': '#b18d6e', '2': '#7a5745'}"
7.5,5.125,1007,379997,Work on paper,Untitled (Mental Map: Just Another Place for Riots III),7588924003,"Ackermann, Franz b. 1963",https://api.collectorsystems.com/11184/objects/379997/mainimage,"{'0': '#c6ad95', '1': '#8b695c', '2': '#4d403f'}"
84.0,64.0,1008,379998,Painting,�...I Can Predict Monsoons...�,6530017146,"Ackermann, Rita b. 1968",https://api.collectorsystems.com/11184/objects/379998/mainimage,"{'0': '#fafaf8', '1': '#a3a591', '2': '#5b3422'}"
11.0,14.0,1230,379999,Painting,Win A Trip to Paris,5288524986,"Howard, Mike",https://api.collectorsystems.com/11184/objects/379999/mainimage,"{'0': '#a69c24', '1': '#365a51', '2': '#bdc09a'}"
64.0,110.0,1231,380000,Painting,Mint White Door IV,5051964682,"Hume, Gary b. 1962",https://api.collectorsystems.com/11184/objects/380000/mainimage,"{'0': '#cfddb0', '1': '#c6d59f', '2': '#fcfdfa'}"
55.0,82.0,1232,380001,Painting,Moon,8859181580,"Hume, Gary b. 1962",https://api.collectorsystems.com/11184/objects/380001/mainimage,"{'0': '#03143d', '1': '#ecdbbc', '2': '#b9878a'}"
96.0,120.0,1233,380002,Painting,Water Painting,1880034743,"Hume, Gary b. 1962",https://api.collectorsystems.com/11184/objects/380002/mainimage,"{'0': '#bdb156', '1': '#9a9242', '2': '#726b27'}"
98.0,65.0,1237,380006,Painting,I Show the Exhibition,8615302804,"Immendorf, Jorg b. 1945",https://api.collectorsystems.com/11184/objects/380006/mainimage,"{'0': '#2a1c28', '1': '#9c82bf', '2': '#5a4465'}"
61.25,66.75,1238,380007,Painting,Exposed Painting (Titanium White),3619857049,"Innes, Callum b. 1962",https://api.collectorsystems.com/11184/objects/380007/mainimage,"{'0': '#c6c9c1', '1': '#bdbba6', '2': '#bab7a2'}"
27.75,30.5,1239,380008,Painting,"Exposed Painting, Pewter on White",6575609685,"Innes, Callum b. 1962",https://api.collectorsystems.com/11184/objects/380008/mainimage,"{'0': '#514745', '1': '#d8d1ca', '2': '#e1dbd5'}"
22.0,22.375,1240,380009,Painting,Untitled #833,9068715698,"Irazabal, Prudencio b. 1954",https://api.collectorsystems.com/11184/objects/380009/mainimage,"{'0': '#535324', '1': '#81845e', '2': '#6e6e3c'}"
72.0,48.5,1835,380012,Painting,Needs the Light,1051901332,"Johanson, Chris b. 1968",https://api.collectorsystems.com/11184/objects/380012/mainimage,"{'0': '#d9cca5', '1': '#ca8435', '2': '#39372e'}"
